Unnamed: 0,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,source_cause,Total.Affected.Pass,Fatalities,Uninjured.Ratio
64108,20080229X00247,Accident,2008,"Willcox, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,,0.0,1.0,0.0,1.0,VMC,A loss of engine power while on final approach due to multiple grounding faults in the ignition system as a result of poor ignition system maintenance.,Mechanical,1.0,0.0,0.5
64112,20080413X00464,Accident,2008,"Valdosta, GA",United States,Non-Fatal,Unknown,Airplane,Boeing,737-700,2.0,Southwest Airlines Co.,0.0,0.0,1.0,102.0,IMC,"An unexpected encounter with turbulence, while on approach for landing.",Mechanical,1.0,0.0,0.9902912621359223
64113,20080305X00267,Incident,2008,"Las Vegas, NV",United States,Non-Fatal,Unknown,Airplane,Boeing,737-300,2.0,Southwest Airlines Co.,0.0,6.0,0.0,136.0,VMC,An inadvertent encounter with severe turbulence during descent and the failure of two passenger seat belt attach fittings.  Contributing to the incident was the failure of the operator to comply with the SAIB.,Mechanical,6.0,0.0,0.9577464788732394
64123,20080306X00281,Accident,2008,"Tyonek, AK",United States,Fatal,Substantial,Airplane,Cessna,170B,1.0,,1.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain adequate airspeed to prevent a stall while maneuvering, which resulted in an uncontrolled descent and collision with terrain.",Human,1.0,1.0,0.0
64125,20080324X00370,Accident,2008,"Quincy, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,,0.0,2.0,1.0,0.0,VMC,"The pilot's inadequate in-flight decision by failing to refuel, resulting in fuel exhaustion and the loss of engine power.",Human,3.0,0.0,0.0
64127,20080305X00271,Accident,2008,"Riverside, CA",United States,Fatal,Destroyed,Airplane,Mooney,M20C,1.0,,3.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain airspeed and aircraft control, resulting in an aerodynamic stall.",Human,3.0,1.0,0.0
64151,20080311X00297,Accident,2008,"Oklahoma City, OK",United States,Fatal,Destroyed,Airplane,Cessna,500,2.0,Interstate Helicopters Inc,5.0,0.0,0.0,0.0,VMC,"Airplane wing-structure damage sustained during impact with one or more large birds (American white pelicans), which resulted in a loss of control of the airplane.",Mechanical,5.0,1.0,0.0
64166,20080311X00294,Accident,2008,"Gun Barrel City, TX",United States,Fatal,Substantial,Airplane,Cessna,172M,1.0,,1.0,0.0,1.0,0.0,VMC,The pilot's failure to avoid the transmission line.  A contributing factor was the pilot's decision to perform a low-level maneuver.,Human,2.0,0.5,0.0
64179,20080317X00315,Accident,2008,"Abbeville, LA",United States,Fatal,Destroyed,Airplane,Cessna,T210M,1.0,,2.0,0.0,0.0,0.0,IMC,"The pilot's failure to maintain aircraft control for undetermined reasons.  Contributing to the accident were the prevailing clouds, rain, and turbulence.",Human,2.0,1.0,0.0
64184,20080416X00492,Accident,2008,"White Mountain, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,,0.0,2.0,0.0,1.0,IMC,The pilots inadvertent flight into flat light/whiteout conditions over snow-covered terrain.,Human,2.0,0.0,0.3333333333333333
64185,20080425X00556,Accident,2008,"Richfield, UT",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Jaron M. Maynes,0.0,1.0,0.0,0.0,VMC,The pilot's improper use of the flight controls and failure to maintain directional control.,Human,1.0,0.0,0.0
64187,20080321X00349,Accident,2008,"Indiantown, FL",United States,Fatal,Substantial,Airplane,Cessna,172,1.0,Kemper Aviation Inc.,4.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain an adequate airspeed while maneuvering at low altitude. Contributing to the accident was the overweight condition of the airplane and the inoperative stall warning horn.,Human,4.0,1.0,0.0
64189,20080325X00385,Accident,2008,"Middlesboro, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,,0.0,0.0,1.0,0.0,VMC,The mechanic's improper maintenance installation of the No. 1 cylinder rocker arms which led to oil starvation and a loss of engine power.,Mechanical,1.0,0.0,0.0
64196,20080319X00332,Accident,2008,"Front Royal, VA",United States,Fatal,Destroyed,Airplane,Cirrus Design Corp,SR22,1.0,Hector K Collison,2.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain clearance from rising mountainous terrain, and his failure to turn toward his assigned course during initial climb. Contributing to the accident were the low ceiling, reduced visibility, dark night conditions, and rising mountainous terrain.",Human,2.0,1.0,0.0
64200,20080320X00340,Accident,2008,"Wildwood, FL",United States,Fatal,Unknown,Airplane,Cessna,182B,1.0,Henry George Traill,2.0,0.0,0.0,0.0,VMC,"The noninstrument rated pilot's failure to maintain terrain clearance at night in marginal visual flight conditions. Contributing to the accident was the dark night, and low cloud ceilings.",Human,2.0,1.0,0.0
64201,20080321X00348,Accident,2008,"Atkins, VA",United States,Fatal,Destroyed,Airplane,Mooney,M20C,1.0,A. Roy Sanwalka,2.0,0.0,0.0,0.0,VMC,"The pilot's improper decision to take off in conditions conducive to icing, and his inability to maintain control of the airplane during an in-flight accumulation of structural ice.",Human,2.0,1.0,0.0
64210,20080325X00382,Accident,2008,"Mesa, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Arizona Aviation,0.0,2.0,0.0,0.0,VMC,A partial loss of engine power for undetermined reasons.,Mechanical,2.0,0.0,0.0
64219,20080410X00453,Accident,2008,"Rome, GA",United States,Fatal,Substantial,Airplane,Beech,BE-76,2.0,Aviation Atlanta,2.0,0.0,0.0,0.0,VMC,The flight instructor's failure to maintain aircraft control while maneuvering during a simulated engine failure. Contributing to the accident was the flight instructor's lack of total experience as a multiengine flight instructor.,Mechanical,2.0,1.0,0.0
64221,20080418X00513,Accident,2008,"Peyton, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,206,1.0,,0.0,1.0,0.0,0.0,VMC,The loss of engine power due to fuel exhaustion as a result of the pilot's inadequate preflight planning.,Human,1.0,0.0,0.0
64236,20080403X00419,Accident,2008,"Venice, FL",United States,Fatal,Substantial,Airplane,Piper,PA 28-161,1.0,Florida Flight Training Center,1.0,0.0,0.0,0.0,VMC,The pilot's inflight loss of control for undetermined reasons.,Human,1.0,1.0,0.0
64241,20080331X00400,Accident,2008,"Bridger, MT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Rocky Mountain College,0.0,1.0,0.0,0.0,VMC,"The pilot failed to maintain situational awareness during the flight. Contributing to the accident were the dark night, the pilot's failure to follow approved navigational procedures for the flight, and the pilot's over reliance on the avionics in the airplane.",Human,1.0,0.0,0.0
64254,20080609X00816,Accident,2008,"San Diego, CA",United States,Non-Fatal,Substantial,Airplane,Beech,F33A,1.0,,0.0,1.0,0.0,0.0,VMC,A loss of engine power due to fuel starvation as a result of the pilot's improper use of the mixture control.,Human,1.0,0.0,0.0
64266,20080610X00819,Accident,2008,"Redding, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,180K,1.0,Eric W. Marshall,0.0,0.0,1.0,0.0,VMC,A loss of engine power due to fuel starvation as a result of the pilot's incorrect positioning of the fuel tank selector.,Human,1.0,0.0,0.0
64270,20080407X00434,Accident,2008,"Koliganek, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32,1.0,Peninsula Airways Inc.,0.0,1.0,0.0,0.0,IMC,"The pilot's VFR flight into adverse weather conditions that resulted in a collision with snow-covered terrain during a turn to reverse direction. Factors contributing to the accident were low ceilings, flat lighting conditions, and the snow-covered terrain.",Human,1.0,0.0,0.0
64274,20080410X00449,Accident,2008,"Benson, AZ",United States,Fatal,Substantial,Airplane,Beech,95-B55,2.0,James Robertson,2.0,0.0,0.0,0.0,VMC,"The pilot's misjudged speed and altitude during approach that led to a long landing and his subsequent failure to maintain control during an attempted go-around.  Contributing to the accident were the dark night, the pilot's low total night flight experience, and low total time in the make and model airplane.",Human,2.0,1.0,0.0
64281,20080430X00570,Accident,2008,"Alturas, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-236,1.0,George Mcarthur,0.0,1.0,0.0,0.0,VMC,The pilot's inadequate compensation for the gusty crosswind conditions. The wind gusts were a contributing factor.,Human,1.0,0.0,0.0
64290,20080505X00597,Accident,2008,"Louisville, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,,0.0,0.0,1.0,0.0,VMC,"The pilot's failure to maintain airspeed while maneuvering, which resulted in an inadvertent stall/spin.",Human,1.0,0.0,0.0
64303,20080722X01094,Accident,2008,"Miami, FL",United States,Non-Fatal,Unknown,Airplane,Boeing,737-823,2.0,,0.0,1.0,1.0,146.0,IMC,"An unexpected encounter with turbulence, during the initial descent for landing.",Mechanical,2.0,0.0,0.9864864864864865
64304,20080809X01195,Accident,2008,"Vero Beach, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,FlightSafety Academy,0.0,1.0,0.0,0.0,VMC,The student pilot's loss of directional control on landing. Contributing to the accident was the crosswind and wind gusts.,Human,1.0,0.0,0.0
64319,20080415X00483,Accident,2008,"Roseglen, ND",United States,Fatal,Substantial,Airplane,Cessna,172K,1.0,Jeremy Rustad,2.0,0.0,0.0,0.0,VMC,"The pilot failed to maintain obstacle clearance from the TV antenna during a low altitude maneuver.  Contributing factors were the antenna, the night conditions, and pilot impairment due to alcohol.",Human,2.0,1.0,0.0
64322,20080417X00510,Accident,2008,"Concrete, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,,0.0,1.0,0.0,0.0,VMC,A loss of engine power for undetermined reasons.,Mechanical,1.0,0.0,0.0
64325,20080425X00548,Accident,2008,"Compton, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,310Q,2.0,Charles A. Reece,0.0,0.0,2.0,0.0,VMC,The loss of both engines' power during approach due to fuel exhaustion that resulted from the pilot's inadequate preflight inspection and failure to verify the quantity of fuel on board the airplane.,Human,2.0,0.0,0.0
64330,20080514X00664,Accident,2008,"Twisp, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,,0.0,1.0,0.0,1.0,VMC,The pilot's failure to maintain adequate clearance from a ground obstacle while taxiing.,Human,1.0,0.0,0.5
64333,20080416X00499,Accident,2008,"Big Lake, AK",United States,Non-Fatal,Substantial,Airplane,Piper,J5A,1.0,,0.0,1.0,0.0,0.0,VMC,A loss of engine power during takeoff/initial climb for an undetermined reason.,Mechanical,1.0,0.0,0.0
64341,20080417X00501,Accident,2008,"Youngstown, OH",United States,Non-Fatal,Substantial,Airplane,Boeing,E75N1,1.0,M&S Aviation LLC,0.0,1.0,1.0,0.0,VMC,"The pilot's failure to maintain adequate airspeed, resulting in an aerodynamic stall.",Human,2.0,0.0,0.0
64342,20080528X00736,Accident,2008,"Okeechobee, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,152K,1.0,"Orlando Flight Training, Inc.",0.0,1.0,0.0,1.0,VMC,"The loss of engine power during cruise flight due to fuel contamination, and the pilot's inadequate preflight inspection.",Human,1.0,0.0,0.5
64346,20080422X00529,Accident,2008,"Columbia, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,,0.0,1.0,0.0,1.0,VMC,"The flight instructor's decision to attempt takeoff with an engine discrepancy and subsequent failure to abort takeoff when the airplane did not attain adequate airspeed during the initial climb, resulting in an aerodynamic stall. Contributing to the accident was the partial loss of engine power.",Mechanical,1.0,0.0,0.5
64348,20080523X00717,Accident,2008,"Holbrook, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,,0.0,1.0,1.0,0.0,VMC,A total loss of engine power due to fuel starvation as a result of the pilot's fuel system mismanagement and incorrect positioning of the fuel selector valves.,Human,2.0,0.0,0.0
64350,20080422X00530,Accident,2008,"San Dimas, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-160,2.0,,0.0,0.0,2.0,0.0,VMC,A loss of engine power in the left engine due to fuel starvation as a result of the pilot's inadequate preflight inspection and the pilot's failure to abort the takeoff following the power loss.,Human,2.0,0.0,0.0
64354,20080429X00562,Accident,2008,"Reserve, NM",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-28-181,1.0,,0.0,1.0,2.0,0.0,VMC,"The pilot's loss of aircraft control, resulting in an inadvertent stall. Contributing factors in this accident were the sudden windshift to a gusting tailwind, an uphill runway, high density altitude, the pilot's failure to use all available runwayt, and his lack of experience in high altitude airport operations.",Human,3.0,0.0,0.0
64357,20080425X00550,Accident,2008,"Sonora, CA",United States,Fatal,Substantial,Airplane,Cessna,150J,1.0,"SEAPLANE VENTURES, INC.",2.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain airspeed while maneuvering, resulting in an aerodynamic stall and loss of aircraft control.  Contributing to the accident were rising mountainous terrain and a high density altitude.",Human,2.0,1.0,0.0
64368,20080429X00561,Accident,2008,"Mount Vernon, MO",United States,Fatal,Destroyed,Airplane,Cessna,P206,1.0,,2.0,0.0,2.0,3.0,VMC,"The pilot's failure to maintain adequate airspeed, resulting in an inadvertent stall/spin. Contributing factors in this accident were the entanglement of the parachute in the elevator control system, reducing the pilot's ability to regain control.",Human,4.0,0.5,0.42857142857142855
64378,20080425X00555,Accident,2008,"Groveland, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,C175A,1.0,,0.0,0.0,1.0,0.0,VMC,A total loss of engine power due to fuel starvation as a result of a blocked fuel line that was improperly fabricated by the pilot.  Also causal was the pilot's excessive ground speed during the taxi tests that resulted in an inadvertent takeoff.,Human,1.0,0.0,0.0
64388,20080424X00537,Accident,2008,"Fairfax, IA",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Green Castle Aeor Club Ltd.,0.0,1.0,1.0,0.0,VMC,Fuel exhaustion as a result of the pilot's inadequate preflight inspection and inaccurate fuel calculations.,Human,2.0,0.0,0.0
64392,20080502X00582,Accident,2008,"Hemphill, TX",United States,Fatal,Destroyed,Airplane,Cirrus Design Corp,SR22,1.0,MCAIR LLC,3.0,0.0,0.0,0.0,VMC,A loss of control for undetermined reasons.,Mechanical,3.0,1.0,0.0
64400,20080521X00706,Accident,2008,"Ellijay, GA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,,0.0,1.0,1.0,0.0,VMC,A loss of engine power for undetermined reasons.,Mechanical,2.0,0.0,0.0
64418,20080513X00657,Accident,2008,"Howell, MI",United States,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Pilot,0.0,1.0,0.0,0.0,VMC,The inadvertent stall and low airspeed while maneuvering back to the departure airport after the baggage door opened in flight. An additional cause was the plot's diverted attention to the opening of the baggage door.,Mechanical,1.0,0.0,0.0
64419,20080513X00659,Accident,2008,"Midlothian, VA",United States,Fatal,Destroyed,Airplane,Mooney,M20M,1.0,Joseph A. Grana III,2.0,0.0,0.0,0.0,IMC,The pilots improper control inputs resulting from spatial disorientation.,Human,2.0,1.0,0.0
64426,20080519X00698,Accident,2008,"White Plains, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,,0.0,1.0,0.0,1.0,IMC,The pilot's failure to maintain the proper glide path during the approach.,Human,1.0,0.0,0.5
64433,20080501X00576,Accident,2008,"Houston, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,,0.0,1.0,0.0,3.0,VMC,Loss of engine power for reasons undetermined. Contributing to the accident was a lack of suitable terrain for a forced landing.,Mechanical,1.0,0.0,0.75
64435,20080515X00676,Accident,2008,"Richmond Hill, GA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-160,1.0,,0.0,1.0,2.0,0.0,VMC,"The loss of engine power during cruise flight due to fuel exhaustion, and the pilot's inadequate preflight inspection.",Human,3.0,0.0,0.0
64448,20080507X00623,Accident,2008,"Opelousas, LA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,1.0,,0.0,1.0,0.0,0.0,VMC,Loss of engine power due to starvation of the right fuel tank and the inability to select the left fuel tank.  Contributing to airplane damage was the hidden obstruction in the field selected for the forced landing.,Mechanical,1.0,0.0,0.0
64450,20080508X00635,Accident,2008,"McCall, ID",United States,Fatal,Destroyed,Airplane,Cessna,172N,1.0,Felts Field Aviation,3.0,2.0,1.0,0.0,VMC,The failure of the pilot to maintain adequate visual lookout and clearance from another airplane while attempting to land on the same runway.  Contributing to the accident was the non-standard pattern entry by the pilot of the other airplane.,Human,6.0,0.5,0.0
64451,20080512X00655,Accident,2008,"Americus, GA",United States,Fatal,Substantial,Airplane,Beech,A35,1.0,,3.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain control during the initial climb for undetermined reasons.,Human,3.0,1.0,0.0
64468,20080523X00716,Accident,2008,"New Lisbon, WI",United States,Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,"Kaz's Flying Service, Ltd.",1.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain adequate altitude during a course reversal at the completion of an agricultural spray run.,Human,1.0,1.0,0.0
64469,20080527X00728,Accident,2008,"Mountain Grove, MO",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,,0.0,1.0,0.0,0.0,VMC,the pilot's failure to maintain clearance with the power line.,Human,1.0,0.0,0.0
64477,20080529X00749,Accident,2008,"Louisville, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,182L,1.0,,0.0,0.0,1.0,0.0,VMC,A total fatigue failure of the No. 5 piston during climb.,Mechanical,1.0,0.0,0.0
64480,20080513X00658,Accident,2008,"Black Hawk, CO",United States,Fatal,Substantial,Airplane,Cessna,182,1.0,"WINKMAGGAIR, LLC",1.0,0.0,1.0,0.0,VMC,The loss of engine power due to induction icing.  A contributing factor was the pilot's decision to continue flight in conditions favorable for structural and induction-system icing.,Human,2.0,0.5,0.0
64484,20080617X00872,Accident,2008,"Emporia, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,1.0,T-N-J TRUCKING INC,0.0,1.0,0.0,0.0,VMC,A total loss of engine power due to fuel starvation as a result of a blocked fuel outlet caused by the peeling off of a previously approved fuel tank sealer.,Mechanical,1.0,0.0,0.0
64485,20080618X00874,Accident,2008,"Pleasanton, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,C-210,1.0,,0.0,1.0,0.0,0.0,VMC,The pilot's failure to obtain the proper touchdown point resulting in an overrun.  Contributing to the accident was the pilot's failure to abort the landing.,Human,1.0,0.0,0.0
64494,20080623X00892,Accident,2008,"Burlington, WI",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,,0.0,2.0,0.0,0.0,VMC,A loss of engine power for undetermined reasons.  Contributing to the accident was the low altitude at the time of the loss of engine power.,Mechanical,2.0,0.0,0.0
64505,20080616X00869,Accident,2008,"Newport, RI",United States,Non-Fatal,Substantial,Airplane,Cessna,T182T,1.0,,0.0,3.0,0.0,0.0,VMC,The pilot's failure to maintain adequate airspeed during a go-around. Contributing to the accident was the pilot's improper weather evaluation and a tailwind.,Human,3.0,0.0,0.0
64517,20080515X00679,Accident,2008,"Stevens Point, WI",United States,Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,,2.0,0.0,0.0,0.0,VMC,The partial loss of engine power for undetermined reasons.,Mechanical,2.0,1.0,0.0
